"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3218135";"";"None";"273.40";"0";"4.71";"12";"CCC/C(C)=N\Nc1nc(-c2ccccc2)c(C)s1";"IC50";"'='";"2310.0";"nM";"5.64";"";"";"UO_0000065";"20.62";"0.41";"0.93";"15.12";"0";"CHEMBL3223014";"Inhibition of human MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate assessed as hydrogen peroxide production by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217581";"1";"Scientific Literature";"Medchemcomm";"2010";"CHEMBL3833782";""
"CHEMBL3218143";"";"None";"321.45";"1";"5.55";"20";"CC1CCC/C1=N\Nc1nc(-c2ccc3ccccc3c2)cs1";"IC50";"'='";"2880.0";"nM";"5.54";"";"";"UO_0000065";"17.24";"0.33";"-0.01";"14.86";"0";"CHEMBL3223014";"Inhibition of human MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate assessed as hydrogen peroxide production by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217581";"1";"Scientific Literature";"Medchemcomm";"2010";"CHEMBL3833782";""
"CHEMBL3218146";"";"None";"335.48";"1";"5.94";"23";"CC1CCCC/C1=N\Nc1nc(-c2ccc3ccccc3c2)cs1";"IC50";"'='";"4530.0";"nM";"5.34";"";"";"UO_0000065";"15.93";"0.30";"-0.60";"14.33";"0";"CHEMBL3223014";"Inhibition of human MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate assessed as hydrogen peroxide production by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217581";"1";"Scientific Literature";"Medchemcomm";"2010";"CHEMBL3833782";""
"CHEMBL4542187";"";"None";"341.45";"0";"4.28";"TM-14";"CCN(CCCCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1";"IC50";"'='";"16600.0";"nM";"4.78";"";"";"UO_0000065";"14.00";"0.26";"0.50";"9.60";"0";"CHEMBL4354761";"Inhibition of human recombinant MAO-B using kynuramine as substrate measured after 30 mins by fluorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL2396877";"";"None";"371.23";"0";"4.67";"DK257";"COc1cccc(C(=O)/C=C/C2=Cc3cc(Br)ccc3OC2)c1";"IC50";"'='";"35860.0";"nM";"4.45";"";"";"UO_0000065";"11.97";"0.26";"-0.22";"12.51";"0";"CHEMBL3097976";"Inhibition of MAO-B (unknown origin) using p-tyramine substrate by HPLC method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091392";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL3585850";"";"None";"338.45";"0";"3.51";"8c";"C#CCN(C)[C@H](C)Cc1ccc(NCc2ccc(OC)cc2O)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3587096";"Inhibition of human recombinant MAO-B using benzylamine as substrate incubated for 15 mins prior to substrate addition measured after 20 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585271";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL3660745";"";"None";"466.52";"0";"2.02";"BDBM118226";"CC(O)C(=O)N1CC(C#Cc2ccc3c(=O)c(-c4ccc(NS(C)(=O)=O)cc4)coc3c2)C1";"IC50";"'>'";"130000.0";"nM";"";"Outside typical range";"244448";"UO_0000065";"";"";"";"";"0";"CHEMBL3707988";"MAO-A and MAO-B Assays: MAO assays included luminogenic MAO substrate, reaction buffers, Luciferin Detection and the reconstitution buffer with esterase. Standard MAO reaction mixtures included microsome contained MAO-A (2 ug) or MAO-B (10 ug), 160 uM substrate for MAO-A or 16 uM substrate for MAO-B, MAO-A buffer (100 mM Hepes buffer, pH 7.5, 5% glycerol) or MAO-B buffer (100 mM Hepes, pH 7.5, 5% glycerol, 10% dimethyl sulfoxide) in a final volume of 30 ul. After 20 minutes of pre-incubation of the enzyme with compounds, the reaction was initiated by adding enzyme substrate and the reaction was allowed to proceed for 60 minutes. Reconstituted Luciferin Detection Reagent (30 ul) was then added is added to simultaneously stop the MAO reaction and convert the methyl ester derivative to luciferin and produce light. The amount of light produced is directly proportional to the activity of MAO.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638670";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL489719";"";"None";"272.73";"0";"4.24";"31";"COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1";"IC50";"'='";"53703.18";"nM";"4.27";"";"";"UO_0000065";"15.66";"0.31";"0.03";"16.24";"0";"CHEMBL3097977";"Inhibition of MAO-B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091392";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL8706";"CLORGILINE";"-1.0";"272.18";"0";"3.33";"Clorgyline";"C#CCN(C)CCCOc1ccc(Cl)cc1Cl";"IC50";"'='";"63410.0";"nM";"4.20";"";"";"UO_0000065";"15.42";"0.34";"0.87";"33.66";"1";"CHEMBL1920951";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine after 15 mins by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914329";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3833782";""
"CHEMBL2151545";"";"None";"305.37";"0";"3.52";"10";"N#Cc1ccc(-c2csc(N/N=C\c3ccncc3)n2)cc1";"IC50";"'='";"6750.0";"nM";"5.17";"";"";"UO_0000065";"16.93";"0.32";"1.65";"6.99";"0";"CHEMBL2154471";"Inhibition of human MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells using p-tyramine as substrate incubated for 15 mins prior to substrate addition measured for 15 mins by Amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150850";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3833782";""
"CHEMBL2151550";"";"None";"348.39";"0";"3.86";"15";"N#Cc1ccc(-c2csc(N/N=C\c3ccc4c(c3)OCO4)n2)cc1";"IC50";"'='";"301.1";"nM";"6.52";"";"";"UO_0000065";"18.72";"0.36";"2.66";"8.20";"0";"CHEMBL2154471";"Inhibition of human MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells using p-tyramine as substrate incubated for 15 mins prior to substrate addition measured for 15 mins by Amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150850";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3833782";""
"CHEMBL2151663";"";"None";"318.40";"0";"4.24";"37";"C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1nccs1";"IC50";"'='";"1210.0";"nM";"5.92";"";"";"UO_0000065";"18.58";"0.38";"1.68";"11.79";"0";"CHEMBL2154471";"Inhibition of human MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells using p-tyramine as substrate incubated for 15 mins prior to substrate addition measured for 15 mins by Amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150850";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3833782";""
"CHEMBL461985";"";"None";"192.21";"0";"1.80";"9aR, 5-MM";"Cc1ccc(O)c2c1C[C@@H](C)OC2=O";"IC50";"'='";"38500.0";"nM";"4.42";"";"";"UO_0000065";"22.97";"0.43";"2.61";"9.49";"0";"CHEMBL4393413";"Inhibition of human recombinant MAOB using kynuramine as substrate incubated for 10 mins by UPLC-ESI-MS/MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392854";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL3939253";"";"None";"276.72";"0";"3.83";"8";"CC(=O)c1ccc(OCc2ccc(Cl)cc2)cc1O";"IC50";"'='";"42.75";"nM";"7.37";"";"";"UO_0000065";"26.63";"0.53";"3.54";"15.84";"0";"CHEMBL3863357";"Inhibition of recombinant human MAO-B using p-tyramine as substrate assessed as decrease in H2O2 production incubated for 15 mins by fluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862011";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL3770875";"";"None";"320.27";"0";"4.39";"21";"O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"25.28";"0.48";"3.71";"20.53";"0";"CHEMBL3863416";"Inhibition of recombinant human MAO-B expressed in insect cell microsomes using kynuramine as substrate assessed as decrease in 4-hydroxyquinoline production incubated for 20 mins by fluorescence spectrophotometry";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862011";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL4532802";"";"None";"327.38";"0";"3.42";"9tR";"COc1ccc(NCc2cc(C)c3c(c2O)C(=O)O[C@H](C)C3)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393413";"Inhibition of human recombinant MAOB using kynuramine as substrate incubated for 10 mins by UPLC-ESI-MS/MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392854";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL3651113";"";"None";"274.37";"0";"3.88";"BDBM153436";"c1ccc(C2C[C@@H]2NCc2cnc3ccccc3c2)cc1";"IC50";"'='";"1900.0";"nM";"5.72";"";"294615";"UO_0000065";"20.85";"0.37";"1.84";"22.96";"0";"CHEMBL3707812";"Fluorescent-Based (Inhibitor) Screening Assay: Human recombinant monoamine oxidase proteins MAO-A and MAO-B were purchased from Sigma Aldrich. MAOs catalyze the oxidative deamination of 1, 2 and 3 amines. In order to monitor MAO enzymatic activities and/or their inhibition rate by inhibitor(s) of interest, a fluorescent-based (inhibitor)-screening assay was set up. 3-(2-Aminophenyl)-3-oxopropamamine (kynuramine dihydrobromide, Sigma Aldrich), a non fluorescent compound was chosen as a substrate. Kynuramine is a non-specific substrate for both MAOs activities. While undergoing oxidative deamination by MAO activities, kynuramine is converted into 4-hydroxyquinoline (4-HQ), a resulting fluorescent product.The monoamine oxidase activity was estimated by measuring the conversion of kynuramine into 4-hydroxyquinoline. Assays were conducted in 96-well black plates with clear bottom (Corning) in a final volume of 100 uL. The assay buffer was 100 mM HEPES, pH 7.5. Each experiment was performed in triplicate within the same experiment.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638785";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL4554567";"";"None";"311.77";"0";"1.94";"24";"Cc1cc(O)cc2oc(=O)c(C(=O)CCN(C)C)cc12.Cl";"IC50";"'='";"3660.0";"nM";"5.44";"";"";"UO_0000065";"19.75";"0.37";"3.50";"7.68";"0";"CHEMBL4349201";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI insect cells using p-tyramine as substrate preincubated for 60 mins followed by substrate addition and measured after 30 mins by horse-radish peroxidase-coupled amplex red reagent-based fluorescence spectrophotometric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346711";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL3605358";"";"None";"702.42";"1";"5.81";"5a";"C[n+]1ccc2c(c1)c1ccccc1n2CCCCCCn1c2ccccc2c2c[n+](C)ccc21.[I-].[I-]";"IC50";"'='";"97.0";"nM";"7.01";"";"";"UO_0000065";"15.63";"0.28";"1.20";"39.80";"0";"CHEMBL3606166";"Inhibition of human recombinant MAOB";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3603740";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3605364";"";"None";"804.56";"2";"5.89";"5g";"OCC[n+]1ccc2c(c1)c1ccccc1n2CCCCCCCCCn1c2ccccc2c2c[n+](CCO)ccc21.[I-].[I-]";"IC50";"'='";"23100.0";"nM";"4.64";"";"";"UO_0000065";"8.42";"0.15";"-1.25";"7.98";"0";"CHEMBL3606166";"Inhibition of human recombinant MAOB";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3603740";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3093238";"";"None";"373.84";"0";"1.54";"21i";"Cn1c(=O)c2c(nc3n2CCCN3CCc2cccc(Cl)c2)n(C)c1=O";"IC50";"'='";"1350.0";"nM";"5.87";"";"";"UO_0000065";"15.70";"0.31";"4.33";"9.02";"0";"CHEMBL3095874";"Inhibition of human MAO-B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091303";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL3093235";"";"None";"380.24";"0";"2.28";"21d";"Cn1c(=O)c2c(nc3n2CCCN3c2cc(Cl)cc(Cl)c2)n(C)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3095874";"Inhibition of human MAO-B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091303";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL34398";"4'-METHOXYCHALCONE";"None";"238.29";"0";"3.59";"10a";"COc1ccc(C(=O)/C=C/c2ccccc2)cc1";"IC50";"'='";"471.0";"nM";"6.33";"";"";"UO_0000065";"26.55";"0.48";"2.74";"24.06";"0";"CHEMBL3614599";"Inhibition of recombinant human MAOB using benzylamine as substrate after 30 mins by Amplex red based spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612067";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL4469254";"";"None";"291.35";"0";"2.28";"10bR";"CCN(CC)C(=O)c1cc(C)c2c(c1O)C(=O)O[C@H](C)C2";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393413";"Inhibition of human recombinant MAOB using kynuramine as substrate incubated for 10 mins by UPLC-ESI-MS/MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392854";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL1945159";"";"None";"266.30";"0";"3.68";"3k";"Cc1ccc(COc2ccc3occc(=O)c3c2)cc1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"30.87";"0.56";"4.54";"20.85";"0";"CHEMBL1949363";"Inhibition of recombinant human monoamine oxidase B expressed in insect microsomes using kynuramine as substrate after 20 mins by fluorescence spectrophotometry";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1944574";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";""
"CHEMBL1945273";"";"None";"345.19";"0";"4.18";"3o";"O=c1ccoc2ccc(OCCc3ccc(Br)cc3)cc12";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"21.93";"0.49";"3.39";"19.19";"0";"CHEMBL1949363";"Inhibition of recombinant human monoamine oxidase B expressed in insect microsomes using kynuramine as substrate after 20 mins by fluorescence spectrophotometry";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1944574";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";""
"CHEMBL4451278";"";"None";"289.70";"0";"3.61";"12";"O=C(Nc1cc2cc[nH]c2cn1)c1ccc(Cl)c(F)c1";"IC50";"'='";"121.0";"nM";"6.92";"";"";"UO_0000065";"23.88";"0.47";"3.31";"11.97";"0";"CHEMBL4385037";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate preincubated for 15 mins and measured after 45 mins by resorufin-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382265";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL4438912";"";"None";"178.19";"0";"1.49";"9bS";"C[C@H]1Cc2cccc(O)c2C(=O)O1";"IC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"25.93";"0.49";"3.13";"9.93";"0";"CHEMBL4393413";"Inhibition of human recombinant MAOB using kynuramine as substrate incubated for 10 mins by UPLC-ESI-MS/MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392854";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL4451312";"";"None";"222.24";"0";"1.29";"9qR";"Cc1cc(CO)c(O)c2c1C[C@@H](C)OC2=O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393413";"Inhibition of human recombinant MAOB using kynuramine as substrate incubated for 10 mins by UPLC-ESI-MS/MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392854";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL1814068";"";"None";"299.71";"0";"3.70";"7";"O=C(Nc1ccc(Cl)cc1)c1coc2ccccc2c1=O";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"27.02";"0.53";"4.40";"13.65";"0";"CHEMBL4011750";"Inhibition of human MAO-B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011586";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL887";"RASAGILINE";"4.0";"171.24";"0";"1.90";"Rasagiline";"C#CCN[C@@H]1CCc2ccccc21";"IC50";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"43.47";"0.78";"5.54";"61.88";"1";"CHEMBL4325517";"Inhibition of recombinant human microsomal MAOB expressed in baculovirus infected BTI insect cells using p-tyramine as substrate preincubated for 15 mins followed by substrate addition and measured over 20 mins by amplex red reagent-based horseradish peroxidase-coupled fluorometric assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321878";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4061847";"";"None";"312.76";"0";"3.32";"25c";"O=C1COC(c2ccc(/C=C/c3cccc(Cl)c3)cc2)=NN1";"IC50";"'='";"173.0";"nM";"6.76";"";"";"UO_0000065";"21.62";"0.42";"3.44";"13.34";"0";"CHEMBL4011737";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI insect cells assessed as reduction in H2O2 production using p-tyramine as substrate pretreated for 30 mins followed by substrate addition after 30 mins by Amplex red reagent based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4011586";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4582111";"";"None";"466.67";"1";"5.91";"TM-26";"CC(=O)c1ccc(OCCCCCCCCCCN2CCN(Cc3ccccc3)CC2)cc1O";"IC50";"'='";"17300.0";"nM";"4.76";"";"";"UO_0000065";"10.20";"0.19";"-1.15";"8.98";"0";"CHEMBL4354761";"Inhibition of human recombinant MAO-B using kynuramine as substrate measured after 30 mins by fluorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL3787230";"";"None";"230.35";"0";"2.13";"29";"c1ccc([C@@H]2C[C@H]2NCC2CCNCC2)cc1";"IC50";"'='";"79000.0";"nM";"4.10";"";"";"UO_0000065";"17.81";"0.33";"1.97";"17.05";"0";"CHEMBL3789174";"Inhibition of MAO-B (unknown origin) preincubated for 10 mins followed by substrate addition measured after 60 mins by MAO-Glo assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3784917";"1";"Scientific Literature";"J Med Chem";"2016";"None";""
"CHEMBL550000";"";"None";"238.29";"0";"3.01";"4";"Oc1ccc(C2=NN(c3ccccc3)CC2)cc1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"23.18";"0.42";"2.51";"15.41";"0";"CHEMBL1059215";"Inhibition of MAOB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153579";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL551075";"";"None";"140.14";"0";"1.11";"6";"COc1cc(O)ccc1O";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"36.04";"0.69";"3.94";"10.16";"0";"CHEMBL1059215";"Inhibition of MAOB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153579";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL564016";"";"None";"338.41";"0";"3.71";"15";"COc1ccc(C2=NN(C(C)=O)C(c3ccccc3C)C2)c(OC)c1";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"13.00";"0.24";"0.69";"8.60";"0";"CHEMBL1059215";"Inhibition of MAOB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153579";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL564763";"";"None";"248.28";"0";"1.66";"19";"COc1ccc(C2=NN(C(C)=O)CC2)cc1OC";"IC50";"'='";"88000.0";"nM";"4.06";"";"";"UO_0000065";"16.33";"0.31";"2.40";"7.93";"0";"CHEMBL1059215";"Inhibition of MAOB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153579";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL550409";"";"None";"393.54";"1";"5.30";"20";"COc1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3cccs3)C2)cc1";"IC50";"'='";"92000.0";"nM";"4.04";"";"";"UO_0000065";"10.26";"0.20";"-1.26";"10.95";"0";"CHEMBL1059215";"Inhibition of MAOB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153579";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
